F1,Year,Artist Name,Track,Time,Genre,Date Entered,Date Peaked,Week,Ranking,Find Delta Date
661,2000,"Houston, Whitney",My Love Is Your Love,12/30/99 4:16,Rock,9/4/99,1/8/00,x3rd.week,44,126
978,2000,"Houston, Whitney",My Love Is Your Love,12/30/99 4:16,Rock,9/4/99,1/8/00,x4th.week,16,126
420,2000,Son By Four,A Puro Dolor (Purest Of Pain),12/30/99 3:30,Latin,4/8/00,8/19/00,x2nd.week,80,133
103,2000,Son By Four,A Puro Dolor (Purest Of Pain),12/30/99 3:30,Latin,4/8/00,8/19/00,x1st.week,80,133
737,2000,Son By Four,A Puro Dolor (Purest Of Pain),12/30/99 3:30,Latin,4/8/00,8/19/00,x3rd.week,80,133
364,2000,Nelly,(Hot S**t) Country Grammar,12/30/99 4:17,Rap,4/29/00,9/16/00,x2nd.week,99,140
998,2000,Nelly,(Hot S**t) Country Grammar,12/30/99 4:17,Rap,4/29/00,9/16/00,x4th.week,76,140
681,2000,Nelly,(Hot S**t) Country Grammar,12/30/99 4:17,Rap,4/29/00,9/16/00,x3rd.week,96,140
47,2000,Nelly,(Hot S**t) Country Grammar,12/30/99 4:17,Rap,4/29/00,9/16/00,x1st.week,100,140
651,2000,"Hill, Faith",Breathe,12/30/99 4:04,Rap,11/6/99,4/22/00,x3rd.week,62,168
17,2000,"Hill, Faith",Breathe,12/30/99 4:04,Rap,11/6/99,4/22/00,x1st.week,81,168
334,2000,"Hill, Faith",Breathe,12/30/99 4:04,Rap,11/6/99,4/22/00,x2nd.week,68,168
968,2000,"Hill, Faith",Breathe,12/30/99 4:04,Rap,11/6/99,4/22/00,x4th.week,51,168
963,2000,Vertical Horizon,Everything You Want,12/30/99 4:01,Rock,1/22/00,7/15/00,x4th.week,46,175
646,2000,Vertical Horizon,Everything You Want,12/30/99 4:01,Rock,1/22/00,7/15/00,x3rd.week,53,175
329,2000,Vertical Horizon,Everything You Want,12/30/99 4:01,Rock,1/22/00,7/15/00,x2nd.week,61,175
12,2000,Vertical Horizon,Everything You Want,12/30/99 4:01,Rock,1/22/00,7/15/00,x1st.week,70,175
13,2000,Creed,With Arms Wide Open,12/30/99 3:52,Rock,5/13/00,11/11/00,x1st.week,84,182
345,2000,Joe,I Wanna Know,12/30/99 4:57,Rock,1/1/00,7/1/00,x2nd.week,86,182
28,2000,Joe,I Wanna Know,12/30/99 4:57,Rock,1/1/00,7/1/00,x1st.week,94,182
964,2000,Creed,With Arms Wide Open,12/30/99 3:52,Rock,5/13/00,11/11/00,x4th.week,74,182
330,2000,Creed,With Arms Wide Open,12/30/99 3:52,Rock,5/13/00,11/11/00,x2nd.week,78,182
979,2000,Joe,I Wanna Know,12/30/99 4:57,Rock,1/1/00,7/1/00,x4th.week,50,182
647,2000,Creed,With Arms Wide Open,12/30/99 3:52,Rock,5/13/00,11/11/00,x3rd.week,76,182
662,2000,Joe,I Wanna Know,12/30/99 4:57,Rock,1/1/00,7/1/00,x3rd.week,69,182
474,2000,Amber,Sexual (Li Da Di),12/30/99 4:38,Rock,7/17/99,2/12/00,x2nd.week,99,210
157,2000,Amber,Sexual (Li Da Di),12/30/99 4:38,Rock,7/17/99,2/12/00,x1st.week,99,210
791,2000,Amber,Sexual (Li Da Di),12/30/99 4:38,Rock,7/17/99,2/12/00,x3rd.week,96,210
341,2000,3 Doors Down,Kryptonite,12/30/99 3:53,Rock,4/8/00,11/11/00,x2nd.week,70,217
24,2000,3 Doors Down,Kryptonite,12/30/99 3:53,Rock,4/8/00,11/11/00,x1st.week,81,217
975,2000,3 Doors Down,Kryptonite,12/30/99 3:53,Rock,4/8/00,11/11/00,x4th.week,67,217
658,2000,3 Doors Down,Kryptonite,12/30/99 3:53,Rock,4/8/00,11/11/00,x3rd.week,68,217
960,2000,Lonestar,Amazed,12/30/99 4:25,Country,6/5/99,3/4/00,x4th.week,39,273
326,2000,Lonestar,Amazed,12/30/99 4:25,Country,6/5/99,3/4/00,x2nd.week,54,273
643,2000,Lonestar,Amazed,12/30/99 4:25,Country,6/5/99,3/4/00,x3rd.week,44,273
9,2000,Lonestar,Amazed,12/30/99 4:25,Country,6/5/99,3/4/00,x1st.week,81,273
997,2000,Creed,Higher,12/30/99 5:16,Rock,9/11/99,7/22/00,x4th.week,63,315
46,2000,Creed,Higher,12/30/99 5:16,Rock,9/11/99,7/22/00,x1st.week,81,315
680,2000,Creed,Higher,12/30/99 5:16,Rock,9/11/99,7/22/00,x3rd.week,73,315
363,2000,Creed,Higher,12/30/99 5:16,Rock,9/11/99,7/22/00,x2nd.week,77,315
