,Company Name,Job Summary,Job Title,Location,Salary Class
214,Orbitz,"SEM Data Scientist. Experienced dealing with big data. Experienced in data modeling, reporting and business intelligence....",SEM Data Scientist,"Chicago, IL 60661 (Near West Side area)",Low
215,The Boston Consulting Group,"Geospatial Analytics Specialists together with Data Engineers, Data Scientists, Scientific Modelers and Programmers as well Data Visualization Specialists are...",Analytics Manager - GeoAnalytics,"Chicago, IL 60654 (Loop area)",Low
216,Epsilon,Analyzing raw source data and derived data; Experience with large data sets. Epsilon is an Alliance Data company....,Data Scientist,"Chicago, IL 60601 (Loop area)",Low
217,MAKE Corporation,"Develop data science expertise. Identifying opportunities to innovate on top of the CLS data, which promote skills in Data Analytics....",Data Scientist,"Chicago, IL 60614 (Lincoln Park area)",Low
218,Valence Health,We are looking for bright and energetic individuals to fill a data scientist position in our Analytic Services department....,Data Scientist,"Chicago, IL",Low
219,The Nerdery,"Experience with Machine Learning algorithms, Data Mining techniques, Data Munging. About the Data Services Team....",Data Scientist: Chicago,"Chicago, IL",Low
220,CNO Financial Group,They will support the development of marketing strategies by providing analytical customer insights including developing and refining customer segmentations.Key...,Marketing Statistician,"Chicago, IL",Low
221,"Technomic, Inc.",Provides editorial content and data analysis. Compiles data on client-specific projects using multiple databases and resources....,Research Analyst (Mixed Methods),"Chicago, IL 60606 (Loop area)",Low
222,KPMG,"Five years of professional experience working as a Data Scientist. We are currently seeking a Data Scientist, to join our data analytics team in our Chicago...",Data Scientist,"Chicago, IL 60601 (Loop area)",Low
223,General Dynamics - Information Technology,Plans data collection; Adjusts and weighs raw data; And interprets a wide variety of survey data. And analyzes and interprets statistical data from surveys;...,Principal Statistician,"Chicago, IL",Low
224,National Opinion Research Center (NORC),Assisting with the design of experiments and other methodological research for data collection efforts;...,Research Scientist,"Chicago, IL",Low
225,Kemper Corporation,The Kemper Services Group is seeking more Data Scientists for our team. Ability to work with various data formats â€“ from delimited text files to ODBC...,Data Scientist consultant,"Chicago, IL",Low
226,General Assembly,"Data visualization techniques; Manipulation of large data sets; You are eager to shape the skills, minds, and trajectories of the newest generation of data...",Part-time Data Science Instructor,"Chicago, IL",Low
227,Deloitte,"Experienceworking as a Data Scientist. Knowledgeof data, master data and metadata related standards, processes and technology....",Big Data Senior Consultant,"Chicago, IL 60606 (Loop area)",Low
229,CCC Information Services Inc.,"Director, Data Science. On the very left hand side, the data scientist takes any kind of data and structures it into clean and readable form....","Director, Data Science","Chicago, IL 60654 (Loop area)",Low
230,Robert Bosch LLC,"Data Analytics using R. Proficient knowledge of computer architectures, network technologies, Databases and Data Analytics / Data Warehouse (e.g....",Big Data Scientist/Analyst with Bosch in Mt. Prospect,"Mount Prospect, IL",Low
232,"Anthem, Inc.",DATA SCIENTIST or DATA SCIENTIST LEAD. Intermediate to Advanced knowledge of data extraction and manipulation using SQL....,Data Scientist or Data Scientist Lead(Healthcare)-115937,"Chicago, IL 60654 (Loop area)",Low
233,Paul May and Associates,Data Scientist will provide process execution leadership to support client projects. Take analytical objectives and define data requirements....,Data Scientist,"Chicago, IL",Low
235,Uptake,"As a Product Analyst for Data Platform, youâ€™ll work closely with data scientists, engineers, and industry experts to design products that solve complex problems...",Product Analyst- Data Platforms,"Chicago, IL",Low
236,Millward Brown,"Data Science Consultant. We are looking for a data scientist with experience in marketing analytics, to join us with the title of Consultant/ Sr Consultant....",Sr. Data Science Consultant,"Lisle, IL",Low
237,University of Chicago,Experience working with text data strongly preferred. The University of Chicago Crime Lab New York team is seeking a Data Scientist to work on social science...,Data Scientist,"Chicago, IL",Low
238,Northwestern University,"Completes data cleaning and organizes data files for analysis. Analytical skills including critical thinking, data mining, data modeling, decision making, and...",Research Data Analyst Associate,"Chicago, IL",Low
239,Abbott Laboratories,"Integrates data and identifies critical process variables. Analyzes data from multiple experiments, formulates conclusions and determines future experiments....","Principal Research Scientist, Assay Development","Abbott Park, IL",Low
240,University of Chicago,"Staff Scientist - Shuman Lab:. Prepares presentation materials derived from experiments and data analysis. Plans, executes, facilitates and promotes advanced...",Staff Scientist - Shuman Lab,"Chicago, IL",Low
241,"Technical Options, Inc","The Quantitative Analyst will work closely with other team members, business users and IT colleagues to implement models for pricing and risk management of",Quantitative Analyst,"Chicago, IL",Low
242,National Futures Association,Objectives include implementing methods that facilitate the correct reporting of data by Market Regulation clients as well as different ways to utilize this...,Quantitative Analyst,"Chicago, IL 60606 (Loop area)",Low
243,Northwestern University,"Critical thinking, business intelligence application design, data mining, data modeling, data warehouse design/develop, database design/ data structure,...",Statistical Analyst Senior,"Chicago, IL",Low
245,West Monroe Partners,"HBase, Cassandra, Accumulo, Mongo, Neo4j, etc. Experience with ETL, data warehouse and reporting a plus Experience with data visualizations Experience with...",Lead Data Scientist,"Chicago, IL 60606 (Loop area)",Low
246,Mayer Brown LLP,"Mayer Brown LLP is a leading global law firm with offices in 23 key business centers across the Americas, Asia and Europe. We are a collegial, collaborative",Conflicts Research Analyst,"Chicago, IL",Low
247,Northwestern University,Completes data cleaning and organizes data files for analysis. Performs data analysis using statistical techniques....,Research Data Analyst,"Chicago, IL",Low
248,National Opinion Research Center (NORC),Developing instrumentation for quantitative or qualitative data collection. Planning and conducting a wide range of data collection activities....,Senior Research Analyst - Health Care,"Chicago, IL",Low
249,Trunk Club,What type of work will the Data Scientist perform? Director of Data Science. Data Science helps drive Trunk Club. Why is Data Science important at Trunk Club?...,Data Scientist (Chicago),"Chicago, IL 60654 (Loop area)",Low
250,Illinois Technology Association,Collaborate with data scientists to design and develop processes to further business unit and company-wide data science initiatives on a common data platform....,GrubHub - Data Engineer,"Chicago, IL",Low
251,Geneva Trading,Geneva Trading is seeking an experienced Data Scientist for their Chicago location. Apply data analysis techniques along with real world trading experimentation...,Data Scientist,"Chicago, IL 60611 (Near North Side area)",Low
252,Morningstar,"You will work with an interdisciplinary team of data analysts, engineers, and data scientists that focus on Morningstar software products....",Big Data Engineer,"Chicago, IL",Low
